,support,itemsets,length
104,0.0027285806419606092,"frozenset({'New York', 'Red Blend'})",2
105,0.09728630252517735,"frozenset({'Oregon', 'Pinot Noir'})",2
106,0.0036711812273651835,"frozenset({'Oregon', 'Red Blend'})",2
107,0.06121942749417076,"frozenset({'Washington', 'Red Blend'})",2
108,0.0569529195812869,"frozenset({'01', '11', 'Cabernet Sauvignon'})",3
109,0.11757702038993897,"frozenset({'California', '01', '11'})",3
110,0.010517438110829985,"frozenset({'01', 'Chardonnay', '11'})",3
111,0.011956144267500125,"frozenset({'01', '11', 'Oregon'})",3
112,0.06241008086520811,"frozenset({'01', '11', 'Pinot Noir'})",3
113,0.007540804683236593,"frozenset({'01', '11', 'Red Blend'})",3
114,0.007838468025995932,"frozenset({'01', 'Washington', '11'})",3
115,0.012551470953018803,"frozenset({'01', '12', 'Cabernet Sauvignon'})",3
116,0.062162028079575334,"frozenset({'California', '01', '12'})",3
117,0.019050453936597708,"frozenset({'01', 'Chardonnay', '12'})",3
118,0.008334573597261497,"frozenset({'01', '12', 'Oregon'})",3
119,0.04092870962940914,"frozenset({'01', '12', 'Pinot Noir'})",3
120,0.006250930197946123,"frozenset({'01', '12', 'Red Blend'})",3
121,0.00828496304013494,"frozenset({'01', 'Washington', '12'})",3
122,0.005060276826908766,"frozenset({'13', '01', 'Cabernet Sauvignon'})",3
123,0.030708934861338494,"frozenset({'California', '01', '13'})",3
124,0.020935655107406855,"frozenset({'13', '01', 'Chardonnay'})",3
125,0.0033239073274792877,"frozenset({'13', '01', 'Oregon'})",3
126,0.010765490896462768,"frozenset({'13', '01', 'Pinot Noir'})",3
127,0.0035719601131120704,"frozenset({'13', '01', 'Red Blend'})",3
128,0.006201319640819566,"frozenset({'13', '01', 'Washington'})",3
129,0.001488316713796696,"frozenset({'14', '01', 'Cabernet Sauvignon'})",3
130,0.0044153395842635315,"frozenset({'California', '01', '14'})",3
131,0.003968844570124522,"frozenset({'14', '01', 'Chardonnay'})",3
132,0.002232475070695044,"frozenset({'14', '01', 'Washington'})",3
133,0.06399761869325793,"frozenset({'California', '01', 'Cabernet Sauvignon'})",3
134,0.011410428139108001,"frozenset({'01', 'Washington', 'Cabernet Sauvignon'})",3
135,0.04817185096988639,"frozenset({'California', '01', 'Chardonnay'})",3
136,0.09500421689735576,"frozenset({'California', '01', 'Pinot Noir'})",3
137,0.007689636354616262,"frozenset({'California', '01', 'Red Blend'})",3
138,0.0032246862132261746,"frozenset({'01', 'Chardonnay', 'Oregon'})",3
139,0.003075854541846505,"frozenset({'01', 'Chardonnay', 'Washington'})",3
140,0.019943443964875726,"frozenset({'01', 'Oregon', 'Pinot Noir'})",3
141,0.010070943096690975,"frozenset({'01', 'Washington', 'Red Blend'})",3
142,0.027533859205238875,"frozenset({'11', 'Cabernet Sauvignon', '02'})",3
143,0.05199186386863124,"frozenset({'California', '11', '02'})",3
144,0.004613781812769758,"frozenset({'Chardonnay', '11', '02'})",3
145,0.010914322567842437,"frozenset({'11', 'Oregon', '02'})",3
146,0.030560103189958825,"frozenset({'11', 'Pinot Noir', '02'})",3
147,0.005109887384035323,"frozenset({'11', '02', 'Red Blend'})",3
148,0.00486183459840254,"frozenset({'Washington', '11', '02'})",3
149,0.013990177109688941,"frozenset({'12', 'Cabernet Sauvignon', '02'})",3
150,0.05819318350945081,"frozenset({'California', '12', '02'})",3
151,0.013394850424170263,"frozenset({'Chardonnay', '12', '02'})",3
152,0.01855434836533214,"frozenset({'12', 'Oregon', '02'})",3
153,0.04956094656942998,"frozenset({'12', 'Pinot Noir', '02'})",3
154,0.008929900282780175,"frozenset({'12', '02', 'Red Blend'})",3
155,0.009128342511286401,"frozenset({'Washington', '12', '02'})",3
156,0.015478493823485638,"frozenset({'13', 'Cabernet Sauvignon', '02'})",3
157,0.05194225331150469,"frozenset({'13', 'California', '02'})",3
158,0.028129185890757552,"frozenset({'13', 'Chardonnay', '02'})",3
159,0.010567048667956542,"frozenset({'13', 'Oregon', '02'})",3
160,0.022771245721089448,"frozenset({'13', 'Pinot Noir', '02'})",3
161,0.012948355410031255,"frozenset({'13', '02', 'Red Blend'})",3
162,0.016222652180383986,"frozenset({'13', 'Washington', '02'})",3
163,0.007342362454730367,"frozenset({'14', 'Cabernet Sauvignon', '02'})",3
164,0.02391228853500025,"frozenset({'California', '14', '02'})",3
165,0.01805824279406658,"frozenset({'14', 'Chardonnay', '02'})",3
166,0.004911445155529097,"frozenset({'14', 'Oregon', '02'})",3
167,0.00744158356898348,"frozenset({'14', 'Pinot Noir', '02'})",3
168,0.009971721982437863,"frozenset({'14', '02', 'Red Blend'})",3
169,0.013196408195664037,"frozenset({'14', 'Washington', '02'})",3
170,0.050106662697822095,"frozenset({'California', 'Cabernet Sauvignon', '02'})",3
171,0.01389095599543583,"frozenset({'Washington', 'Cabernet Sauvignon', '02'})",3
172,0.052835243339782706,"frozenset({'California', 'Chardonnay', '02'})",3
173,0.06975244331993849,"frozenset({'California', 'Pinot Noir', '02'})",3
174,0.013345239867043708,"frozenset({'California', '02', 'Red Blend'})",3
175,0.0038696234558714096,"frozenset({'Chardonnay', 'Oregon', '02'})",3
176,0.0068462568834648015,"frozenset({'Chardonnay', 'Washington', '02'})",3
177,0.04003571960113112,"frozenset({'Pinot Noir', 'Oregon', '02'})",3
178,0.022672024606836334,"frozenset({'Washington', '02', 'Red Blend'})",3
179,0.01299796596715781,"frozenset({'03', '11', 'Cabernet Sauvignon'})",3
180,0.026839311405467085,"frozenset({'California', '11', '03'})",3
181,0.0017859800565560352,"frozenset({'03', 'Chardonnay', '11'})",3
182,0.0021332539564419307,"frozenset({'03', '11', 'Oregon'})",3
183,0.013196408195664037,"frozenset({'03', '11', 'Pinot Noir'})",3
184,0.0017859800565560352,"frozenset({'03', '11', 'Red Blend'})",3
185,0.009674058639678523,"frozenset({'03', '12', 'Cabernet Sauvignon'})",3
186,0.037704023416182966,"frozenset({'California', '12', '03'})",3
187,0.006498982983578905,"frozenset({'03', 'Chardonnay', '12'})",3
188,0.008235352483008385,"frozenset({'03', '12', 'Oregon'})",3
189,0.02862529146202312,"frozenset({'03', '12', 'Pinot Noir'})",3
190,0.004167286798630748,"frozenset({'03', '12', 'Red Blend'})",3
191,0.0025797489705809396,"frozenset({'03', 'Washington', '12'})",3
192,0.010616659225083099,"frozenset({'03', '13', 'Cabernet Sauvignon'})",3
193,0.04430222751401498,"frozenset({'California', '13', '03'})",3
194,0.019000843379471152,"frozenset({'03', '13', 'Chardonnay'})",3
195,0.01131120702485489,"frozenset({'03', '13', 'Oregon'})",3
196,0.023961899092126804,"frozenset({'03', '13', 'Pinot Noir'})",3
197,0.010616659225083099,"frozenset({'03', '13', 'Red Blend'})",3
198,0.007788857468869375,"frozenset({'03', '13', 'Washington'})",3
199,0.012204197053132906,"frozenset({'03', '14', 'Cabernet Sauvignon'})",3
200,0.04197053132906683,"frozenset({'California', '14', '03'})",3
201,0.028526070347770004,"frozenset({'03', '14', 'Chardonnay'})",3
202,0.004068065684377635,"frozenset({'03', '14', 'New York'})",3
203,0.0066974252120851315,"frozenset({'03', '14', 'Oregon'})",3
204,0.011807312596120454,"frozenset({'03', '14', 'Pinot Noir'})",3
205,0.02014188619338195,"frozenset({'03', '14', 'Red Blend'})",3
206,0.019943443964875726,"frozenset({'03', '14', 'Washington'})",3
207,0.03710869673066428,"frozenset({'California', 'Cabernet Sauvignon', '03'})",3
208,0.007987299697375601,"frozenset({'03', 'Washington', 'Cabernet Sauvignon'})",3
209,0.04390534305700253,"frozenset({'California', 'Chardonnay', '03'})",3
210,0.05248796943989681,"frozenset({'California', 'Pinot Noir', '03'})",3
211,0.01731408443716823,"frozenset({'California', 'Red Blend', '03'})",3
212,0.003522349555985514,"frozenset({'03', 'Chardonnay', 'New York'})",3
213,0.0027781911990871658,"frozenset({'03', 'Chardonnay', 'Oregon'})",3
214,0.005605992955300888,"frozenset({'03', 'Chardonnay', 'Washington'})",3
215,0.0243091729920127,"frozenset({'03', 'Oregon', 'Pinot Noir'})",3
216,0.0012898744852904698,"frozenset({'03', 'Oregon', 'Red Blend'})",3
217,0.017214863322915115,"frozenset({'03', 'Washington', 'Red Blend'})",3
218,0.01017016421094409,"frozenset({'04', '11', 'Cabernet Sauvignon'})",3
219,0.018951232822344594,"frozenset({'California', '04', '11'})",3
220,0.0011410428139108002,"frozenset({'04', '11', 'Oregon'})",3
221,0.007640025797489706,"frozenset({'04', '11', 'Pinot Noir'})",3
222,0.0021332539564419307,"frozenset({'04', '11', 'Red Blend'})",3
223,0.00788807858312249,"frozenset({'04', '12', 'Cabernet Sauvignon'})",3
224,0.031998809346628965,"frozenset({'California', '04', '12'})",3
225,0.0055563823981743315,"frozenset({'04', 'Chardonnay', '12'})",3
226,0.0029270228704668354,"frozenset({'04', '12', 'Oregon'})",3
227,0.01790941112268691,"frozenset({'04', '12', 'Pinot Noir'})",3
228,0.004762613484149427,"frozenset({'04', '12', 'Red Blend'})",3
229,0.013146797638537482,"frozenset({'13', '04', 'Cabernet Sauvignon'})",3
230,0.051446147740239125,"frozenset({'California', '04', '13'})",3
231,0.014486282680954508,"frozenset({'13', '04', 'Chardonnay'})",3
232,0.0010914322567842436,"frozenset({'13', '04', 'New York'})",3
233,0.00600287741231334,"frozenset({'13', '04', 'Oregon'})",3
234,0.020836433993153745,"frozenset({'13', '04', 'Pinot Noir'})",3
235,0.01488316713796696,"frozenset({'13', '04', 'Red Blend'})",3
236,0.004812224041275984,"frozenset({'13', '04', 'Washington'})",3
237,0.0254502158059235,"frozenset({'14', '04', 'Cabernet Sauvignon'})",3
238,0.09138264622711713,"frozenset({'California', '04', '14'})",3
239,0.04742769261298804,"frozenset({'14', '04', 'Chardonnay'})",3
240,0.011757702038993898,"frozenset({'14', '04', 'New York'})",3
241,0.007689636354616262,"frozenset({'14', '04', 'Oregon'})",3
242,0.019844222850622612,"frozenset({'14', '04', 'Pinot Noir'})",3
243,0.0322964726893883,"frozenset({'14', '04', 'Red Blend'})",3
244,0.014188619338195168,"frozenset({'14', '04', 'Washington'})",3
245,0.04921367266954408,"frozenset({'California', '04', 'Cabernet Sauvignon'})",3
246,0.0012402639281639133,"frozenset({'04', 'Oregon', 'Cabernet Sauvignon'})",3
247,0.005308329612541549,"frozenset({'04', 'Washington', 'Cabernet Sauvignon'})",3
248,0.053132906682542044,"frozenset({'California', '04', 'Chardonnay'})",3
249,0.05184303219725157,"frozenset({'California', '04', 'Pinot Noir'})",3
250,0.039589224586992114,"frozenset({'California', '04', 'Red Blend'})",3
251,0.009475616411172297,"frozenset({'04', 'Chardonnay', 'New York'})",3
252,0.001984422285062261,"frozenset({'04', 'Chardonnay', 'Oregon'})",3
253,0.003621570670238627,"frozenset({'04', 'Chardonnay', 'Washington'})",3
254,0.0011906533710373567,"frozenset({'04', 'Pinot Noir', 'New York'})",3
255,0.0016867589423029221,"frozenset({'04', 'New York', 'Red Blend'})",3
256,0.01299796596715781,"frozenset({'04', 'Oregon', 'Pinot Noir'})",3
257,0.0015379272709232525,"frozenset({'04', 'Oregon', 'Red Blend'})",3
258,0.011261596467728332,"frozenset({'04', 'Washington', 'Red Blend'})",3
259,0.09932033536736617,"frozenset({'California', '11', 'Cabernet Sauvignon'})",3
260,0.007689636354616262,"frozenset({'Washington', '11', 'Cabernet Sauvignon'})",3
261,0.01627226273751054,"frozenset({'California', 'Chardonnay', '11'})",3
262,0.08954705561343454,"frozenset({'California', '11', 'Pinot Noir'})",3
263,0.010219774768070646,"frozenset({'California', '11', 'Red Blend'})",3
264,0.0012898744852904698,"frozenset({'Chardonnay', '11', 'Oregon'})",3
265,0.024259562434886143,"frozenset({'Oregon', '11', 'Pinot Noir'})",3
266,0.006052487969439897,"frozenset({'Washington', '11', 'Red Blend'})",3
267,0.0345785583172099,"frozenset({'California', '12', 'Cabernet Sauvignon'})",3
268,0.009177953068412958,"frozenset({'Washington', '12', 'Cabernet Sauvignon'})",3
269,0.041375204643548144,"frozenset({'California', 'Chardonnay', '12'})",3
270,0.10120553653817532,"frozenset({'California', '12', 'Pinot Noir'})",3
271,0.012898744852904698,"frozenset({'California', '12', 'Red Blend'})",3
272,0.0018355906136825917,"frozenset({'Chardonnay', '12', 'Oregon'})",3
273,0.03562038001686759,"frozenset({'Oregon', 'Pinot Noir', '12'})",3
274,0.010815101453589325,"frozenset({'Washington', '12', 'Red Blend'})",3
275,0.030808155975591604,"frozenset({'California', '13', 'Cabernet Sauvignon'})",3
276,0.01230341816738602,"frozenset({'13', 'Washington', 'Cabernet Sauvignon'})",3
277,0.07411817234707546,"frozenset({'California', '13', 'Chardonnay'})",3
278,0.05199186386863124,"frozenset({'California', '13', 'Pinot Noir'})",3
279,0.021481371235798977,"frozenset({'California', '13', 'Red Blend'})",3
280,0.0044153395842635315,"frozenset({'13', 'Chardonnay', 'Oregon'})",3
281,0.003522349555985514,"frozenset({'13', 'Chardonnay', 'Washington'})",3
282,0.025053331348911047,"frozenset({'13', 'Oregon', 'Pinot Noir'})",3
283,0.0010914322567842436,"frozenset({'13', 'Oregon', 'Red Blend'})",3
284,0.018852011708091483,"frozenset({'13', 'Washington', 'Red Blend'})",3
285,0.0357196011311207,"frozenset({'California', '14', 'Cabernet Sauvignon'})",3
286,0.009426005854045742,"frozenset({'14', 'Washington', 'Cabernet Sauvignon'})",3
287,0.06627970432107952,"frozenset({'California', '14', 'Chardonnay'})",3
288,0.02634320583420152,"frozenset({'California', '14', 'Pinot Noir'})",3
289,0.03333829438904599,"frozenset({'California', '14', 'Red Blend'})",3
290,0.012849134295778141,"frozenset({'14', 'Chardonnay', 'New York'})",3
291,0.0043161184700104185,"frozenset({'14', 'Chardonnay', 'Oregon'})",3
292,0.014535893238081063,"frozenset({'14', 'Chardonnay', 'Washington'})",3
293,0.0012402639281639133,"frozenset({'14', 'Pinot Noir', 'New York'})",3
294,0.0018852011708091483,"frozenset({'14', 'New York', 'Red Blend'})",3
295,0.012353028724512577,"frozenset({'14', 'Oregon', 'Pinot Noir'})",3
296,0.0021332539564419307,"frozenset({'14', 'Oregon', 'Red Blend'})",3
297,0.02549982636305006,"frozenset({'14', 'Washington', 'Red Blend'})",3
298,0.05209108498288436,"frozenset({'California', '01', '11', 'Cabernet Sauvignon'})",4
299,0.0043161184700104185,"frozenset({'01', 'Washington', '11', 'Cabernet Sauvignon'})",4
300,0.00927717418266607,"frozenset({'California', '01', 'Chardonnay', '11'})",4
301,0.05214069554001091,"frozenset({'California', '01', '11', 'Pinot Noir'})",4
302,0.004068065684377635,"frozenset({'California', '01', '11', 'Red Blend'})",4
303,0.0011906533710373567,"frozenset({'01', 'Chardonnay', '11', 'Oregon'})",4
304,0.010269385325197201,"frozenset({'01', 'Oregon', '11', 'Pinot Noir'})",4
305,0.0034727389988589573,"frozenset({'01', 'Washington', '11', 'Red Blend'})",4
306,0.008235352483008385,"frozenset({'California', '01', '12', 'Cabernet Sauvignon'})",4
307,0.004216897355757305,"frozenset({'01', 'Washington', '12', 'Cabernet Sauvignon'})",4
308,0.01800863223694002,"frozenset({'California', '01', 'Chardonnay', '12'})",4
309,0.033437515503299105,"frozenset({'California', '01', '12', 'Pinot Noir'})",4
310,0.0024805278563278265,"frozenset({'California', '01', '12', 'Red Blend'})",4
311,0.007491194126110036,"frozenset({'01', 'Oregon', 'Pinot Noir', '12'})",4
312,0.00372079178449174,"frozenset({'01', 'Washington', '12', 'Red Blend'})",4
313,0.0028278017562137223,"frozenset({'13', '01', 'California', 'Cabernet Sauvignon'})",4
314,0.002232475070695044,"frozenset({'13', '01', 'Washington', 'Cabernet Sauvignon'})",4
315,0.01855434836533214,"frozenset({'California', '01', 'Chardonnay', '13'})",4
316,0.008483405268641166,"frozenset({'California', '01', 'Pinot Noir', '13'})",4
317,0.0011410428139108002,"frozenset({'13', '01', 'Chardonnay', 'Oregon'})",4
318,0.0012402639281639133,"frozenset({'13', '01', 'Chardonnay', 'Washington'})",4
319,0.0021828645135684873,"frozenset({'13', '01', 'Oregon', 'Pinot Noir'})",4
320,0.0027285806419606092,"frozenset({'13', '01', 'Washington', 'Red Blend'})",4
321,0.002331696184948157,"frozenset({'California', '01', 'Chardonnay', '14'})",4
322,0.0014387061566701394,"frozenset({'14', '01', 'Chardonnay', 'Washington'})",4
323,0.024805278563278264,"frozenset({'California', '11', 'Cabernet Sauvignon', '02'})",4
324,0.002629359527707496,"frozenset({'Washington', '11', 'Cabernet Sauvignon', '02'})",4
325,0.004514560698516645,"frozenset({'California', 'Chardonnay', '11', '02'})",4
326,0.019794612293496057,"frozenset({'California', '11', 'Pinot Noir', '02'})",4
327,0.002877412313340279,"frozenset({'California', '11', '02', 'Red Blend'})",4
328,0.010765490896462768,"frozenset({'Oregon', '11', 'Pinot Noir', '02'})",4
329,0.002232475070695044,"frozenset({'Washington', '11', '02', 'Red Blend'})",4
330,0.010666269782209654,"frozenset({'California', '12', 'Cabernet Sauvignon', '02'})",4
331,0.003274296770352731,"frozenset({'Washington', '12', 'Cabernet Sauvignon', '02'})",4
332,0.01200575482462668,"frozenset({'California', 'Chardonnay', '12', '02'})",4
333,0.031849977675249296,"frozenset({'California', '12', 'Pinot Noir', '02'})",4
334,0.0036711812273651835,"frozenset({'California', '12', '02', 'Red Blend'})",4
335,0.01771096889418068,"frozenset({'12', 'Oregon', 'Pinot Noir', '02'})",4
336,0.005209108498288436,"frozenset({'Washington', '12', '02', 'Red Blend'})",4
337,0.009773279753931637,"frozenset({'13', 'California', 'Cabernet Sauvignon', '02'})",4
338,0.0055067718410477745,"frozenset({'13', 'Washington', 'Cabernet Sauvignon', '02'})",4
339,0.0243091729920127,"frozenset({'13', 'California', 'Chardonnay', '02'})",4
340,0.014238229895321725,"frozenset({'13', 'California', 'Pinot Noir', '02'})",4
341,0.003621570670238627,"frozenset({'13', 'California', '02', 'Red Blend'})",4
342,0.0017859800565560352,"frozenset({'13', 'Chardonnay', 'Oregon', '02'})",4
343,0.0017363694994294787,"frozenset({'13', 'Chardonnay', 'Washington', '02'})",4
344,0.008334573597261497,"frozenset({'Pinot Noir', '13', 'Oregon', '02'})",4
345,0.008979510839906732,"frozenset({'13', 'Washington', '02', 'Red Blend'})",4
346,0.00486183459840254,"frozenset({'California', '14', 'Cabernet Sauvignon', '02'})",4
347,0.0024805278563278265,"frozenset({'14', 'Washington', 'Cabernet Sauvignon', '02'})",4
348,0.01200575482462668,"frozenset({'California', '14', 'Chardonnay', '02'})",4
349,0.0038696234558714096,"frozenset({'California', '14', 'Pinot Noir', '02'})",4
350,0.003175075656099618,"frozenset({'California', '14', '02', 'Red Blend'})",4
351,0.0012402639281639133,"frozenset({'14', 'Chardonnay', 'Oregon', '02'})",4
352,0.004464950141390088,"frozenset({'14', 'Chardonnay', 'Washington', '02'})",4
353,0.0032246862132261746,"frozenset({'Pinot Noir', '14', 'Oregon', '02'})",4
354,0.006250930197946123,"frozenset({'14', 'Washington', '02', 'Red Blend'})",4
355,0.012402639281639132,"frozenset({'California', '11', 'Cabernet Sauvignon', '03'})",4
356,0.0017859800565560352,"frozenset({'California', 'Chardonnay', '11', '03'})",4
357,0.011063154239222106,"frozenset({'California', '11', 'Pinot Noir', '03'})",4
358,0.001587537828049809,"frozenset({'California', 'Red Blend', '11', '03'})",4
359,0.0021332539564419307,"frozenset({'03', 'Oregon', '11', 'Pinot Noir'})",4
360,0.00828496304013494,"frozenset({'California', '12', 'Cabernet Sauvignon', '03'})",4
361,0.0012898744852904698,"frozenset({'03', 'Washington', '12', 'Cabernet Sauvignon'})",4
362,0.005903656298060227,"frozenset({'California', 'Chardonnay', '12', '03'})",4
363,0.020637991764647517,"frozenset({'California', '12', 'Pinot Noir', '03'})",4
364,0.002877412313340279,"frozenset({'California', 'Red Blend', '12', '03'})",4
365,0.00788807858312249,"frozenset({'03', 'Oregon', 'Pinot Noir', '12'})",4
366,0.0012898744852904698,"frozenset({'03', 'Washington', '12', 'Red Blend'})",4
367,0.007689636354616262,"frozenset({'California', '13', 'Cabernet Sauvignon', '03'})",4
368,0.0027285806419606092,"frozenset({'03', '13', 'Washington', 'Cabernet Sauvignon'})",4
369,0.01731408443716823,"frozenset({'California', '13', 'Chardonnay', '03'})",4
370,0.013791734881182715,"frozenset({'California', '13', 'Pinot Noir', '03'})",4
371,0.0055067718410477745,"frozenset({'California', '13', 'Red Blend', '03'})",4
372,0.0010914322567842436,"frozenset({'03', '13', 'Chardonnay', 'Oregon'})",4
373,0.009773279753931637,"frozenset({'03', '13', 'Oregon', 'Pinot Noir'})",4
374,0.0044153395842635315,"frozenset({'03', '13', 'Washington', 'Red Blend'})",4
375,0.00873145805427395,"frozenset({'California', '14', 'Cabernet Sauvignon', '03'})",4
376,0.0033735178846058442,"frozenset({'03', '14', 'Washington', 'Cabernet Sauvignon'})",4
377,0.01890162226521804,"frozenset({'California', '14', 'Chardonnay', '03'})",4
378,0.006995088554844471,"frozenset({'California', '14', 'Pinot Noir', '03'})",4
379,0.007342362454730367,"frozenset({'California', '14', 'Red Blend', '03'})",4
380,0.003175075656099618,"frozenset({'03', '14', 'Chardonnay', 'New York'})",4
381,0.0013394850424170263,"frozenset({'03', '14', 'Chardonnay', 'Oregon'})",4
382,0.005109887384035323,"frozenset({'03', '14', 'Chardonnay', 'Washington'})",4
383,0.004514560698516645,"frozenset({'03', '14', 'Oregon', 'Pinot Noir'})",4
384,0.011360817581981446,"frozenset({'03', '14', 'Washington', 'Red Blend'})",4
